CATEGORY;OEM;BRAND;MODEL;YEAR;GENERATION;GEN_START;GEN_END;ENGINE;ENGINE_VOLUME;ENGINE_TYPE;BODY_TYPE;TRANSMISSION;PRODUCT_CATEGORY;TITLE;ID;STATE;DESCRIPTION;PRICE;CURRENCY;NDS;DISCOUNT;CITY;PHONE;PHOTO;VIDEO;IMPORTER
Блок радио;CPLA14F720BN;"Land Rover";"Range Rover Sport";2015;II;;;;;;;;;;AV98006410;0;Отличное состояние. Без дефектов;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9966.jpg,https://avcdn.av.by/advertmedium/0011/6796/0048.jpg,https://avcdn.av.by/advertmedium/0011/6796/0249.jpg,https://avcdn.av.by/advertmedium/0011/6796/0369.jpg,https://avcdn.av.by/advertmedium/0011/6796/0476.jpg";;
Кнопка аварийной сигнализации;2208217358;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;АКПП;;;AV152951257;0;Европа. Левый руль;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0022.jpg,https://avcdn.av.by/advertmedium/0011/6796/0209.jpg";;
Блок управления сиденьем;A2048701858;"Mercedes-Benz";E-Класс;2013;W212, S212, C207, A207;;;;;;;;;;AV105355145;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9861.jpg,https://avcdn.av.by/advertmedium/0011/6795/9941.jpg";;
Блок управления камерой;4H0907441;Audi;A8;2010;D4;;;Бензин;4200;;;;;;AV108391788;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9031.jpg,https://avcdn.av.by/advertmedium/0011/6795/9136.jpg";;
Салонный светильник;3c0867489c,3c0867489,1k0868837,3aa035624a;"Volkswagen";Passat;2013;B7;;;;;;;;;;AV155022051;0;Европа, оригинал.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9882.jpg,https://avcdn.av.by/advertmedium/0011/6796/0037.jpg";;
Подрулевой переключатель (стрекоза);;Mitsubishi;"Lancer";1994;VII;;;Бензин;1300;;;;;;AV106820458;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/8946.jpg,https://avcdn.av.by/advertmedium/0011/6795/9041.jpg,https://avcdn.av.by/advertmedium/0011/6795/9146.jpg";;
Патрубок системы охлаждения двигателя;A2058302802;"Mercedes-Benz";EQC;2021;N293;;;;;;;;;;AV157069004;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9906.jpg,https://avcdn.av.by/advertmedium/0011/6795/9956.jpg";;
Замок зажигания;3c0905843R;"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV154396794;0;Хорошее состояние, как на фото. С пластиком(можно без);60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9866.jpg,https://avcdn.av.by/advertmedium/0011/6795/9921.jpg,https://avcdn.av.by/advertmedium/0011/6796/0033.jpg,https://avcdn.av.by/advertmedium/0011/6796/0191.jpg";;
Замок спинки сиденья;a2129200176,0013613001,1423013361;"Mercedes-Benz";E-Класс;2014;W212, S212, C207, A207;;;;;;;;;;AV153565237;0;"Замок спинки сиденья для Mercedes E W212. Номер запчасти: a2129200176";60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9896.jpg";;
Корпус воздушного фильтра;;"Volkswagen";"Sharan";2004;I · Рестайлинг;;;Дизель;1900;;;МКПП;;;AV107478663;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9891.jpg,https://avcdn.av.by/advertmedium/0011/6796/0042.jpg,https://avcdn.av.by/advertmedium/0011/6796/0117.jpg,https://avcdn.av.by/advertmedium/0011/6796/0181.jpg,https://avcdn.av.by/advertmedium/0011/6796/0289.jpg";;
Замок спинки сиденья;;"Mercedes-Benz";C-Класс;2012;W204, S204 · Рестайлинг;;;;;;;;;;AV105353607;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9776.jpg,https://avcdn.av.by/advertmedium/0011/6795/9819.jpg,https://avcdn.av.by/advertmedium/0011/6796/0087.jpg";;
Кнопка аварийной сигнализации;9659215177,03069010,706300,706380;Peugeot;308;2008;T7;;;;;;;;;;AV156613682;0;Оригинал. Полностью исправна. Хорошее состояние.;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9885.jpg,https://avcdn.av.by/advertmedium/0011/6796/0015.jpg,https://avcdn.av.by/advertmedium/0011/6796/0062.jpg,https://avcdn.av.by/advertmedium/0011/6796/0182.jpg";;
Опора (подушка) двигателя;16004212;BMW;X5;2008;E70;;;Дизель;3000;;;;;;AV103376007;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9746.jpg,https://avcdn.av.by/advertmedium/0011/6795/9825.jpg,https://avcdn.av.by/advertmedium/0011/6796/0051.jpg,https://avcdn.av.by/advertmedium/0011/6796/0132.jpg";;
Левый передний подкрылок;A2116981330;"Mercedes-Benz";E-Класс;2004;W211, S211;;;Дизель;3200;;;;;;AV108355207;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9801.jpg,https://avcdn.av.by/advertmedium/0011/6795/9911.jpg,https://avcdn.av.by/advertmedium/0011/6796/0112.jpg,https://avcdn.av.by/advertmedium/0011/6796/0162.jpg";;
Блок клапанов пневмоподвески;RVH000046;"Land Rover";"Range Rover Sport";2007;I;;;;;;;;;;AV96874887;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9820.jpg,https://avcdn.av.by/advertmedium/0011/6795/9947.jpg,https://avcdn.av.by/advertmedium/0011/6796/0102.jpg";;
Патрубок интеркулера;"1k0129654ar,1k0129684l";"Volkswagen";Passat CC;2010;I;;;;;;;;;;AV154396792;0;В комплекте с патрубком воздушного фильтра. Цена указана за комплект;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9761.jpg";;
Радиатор отопителя;;Mitsubishi;"Lancer";1994;V;;;Бензин;1300;;;;;;AV106827142;0;Оригинал;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6796/0107.jpg,https://avcdn.av.by/advertmedium/0011/6796/0142.jpg,https://avcdn.av.by/advertmedium/0011/6796/0224.jpg,https://avcdn.av.by/advertmedium/0011/6796/0329.jpg,https://avcdn.av.by/advertmedium/0011/6796/0464.jpg";;
Ремень безопасности передний правый;3C1857706M;"Volkswagen";Passat CC;2010;I;;;Бензин;2000;;;АКПП;;;AV155021933;0;Левый руль. США;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9769.jpg,https://avcdn.av.by/advertmedium/0011/6795/9871.jpg";;
Подрулевой переключатель (стрекоза);;Mitsubishi;"Lancer";1994;VI · 2-й рестайлинг;;;Бензин;1300;;;;;;AV106820458;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/8946.jpg,https://avcdn.av.by/advertmedium/0011/6795/9041.jpg,https://avcdn.av.by/advertmedium/0011/6795/9146.jpg";;
Насос омывателя стекла;9632984980;"Citroen";C4;2004;I;;;;;;;;;;AV156613679;0;Оригинал. Полностью исправен. Хорошее состояние.;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9656.jpg,https://avcdn.av.by/advertmedium/0011/6795/9712.jpg";;
Кнопка стеклоподъемника заднего левого;;"Nissan";"Almera Tino";2000;I;;;Дизель;2200;;;;;;AV94952580;0;;20;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9676.jpg,https://avcdn.av.by/advertmedium/0011/6795/9796.jpg,https://avcdn.av.by/advertmedium/0011/6795/9836.jpg";;
Пассажирская подушка безопасности;3C0880204H;"Volkswagen";Passat;2009;B6;;;;;;;;;;AV103375493;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9649.jpg,https://avcdn.av.by/advertmedium/0011/6795/9741.jpg,https://avcdn.av.by/advertmedium/0011/6795/9851.jpg,https://avcdn.av.by/advertmedium/0011/6795/9971.jpg";;
Датчик положения подвески;4H0907503;Audi;A8;2010;D4;;;Бензин;4200;;;;;;AV107018086;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/8912.jpg,https://avcdn.av.by/advertmedium/0011/6795/9003.jpg";;
Жгут проводов (Проводка);59796D3000;Kia;"Sportage";2018;IV;;;Дизель;1600;;;;;;AV103242627;0;Англия . Проводка суппорта заднего правого;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9671.jpg,https://avcdn.av.by/advertmedium/0011/6795/9736.jpg,https://avcdn.av.by/advertmedium/0011/6795/9856.jpg";;
Жгут проводов (Проводка);59795D3000;Kia;"Sportage";2018;IV;;;Дизель;1600;;;;;;AV103242371;0;Англия . Проводка суппорта заднего левого;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9768.jpg,https://avcdn.av.by/advertmedium/0011/6795/9806.jpg,https://avcdn.av.by/advertmedium/0011/6796/0077.jpg";;
Блок SAM;A0325458332;"Mercedes-Benz";S-Класс;;W220;;;;;;;;;;AV100214145;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9613.jpg,https://avcdn.av.by/advertmedium/0011/6795/9661.jpg,https://avcdn.av.by/advertmedium/0011/6795/9751.jpg";;
Молдинг (накладка кузовная), Кузова;2516905280,a2516905280;"Mercedes-Benz";R-Класс;2007;W251;;;;;;;;;;AV155021639;0;Хорошее состояние. Европа, оригинал.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9614.jpg,https://avcdn.av.by/advertmedium/0011/6795/9721.jpg";;
Замок капота;;"Volkswagen";Passat CC;2011;I;;;Бензин;2000;;;АКПП;;;AV155021591;0;из США;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9589.jpg,https://avcdn.av.by/advertmedium/0011/6795/9681.jpg";;
Клапан электромагнитный;;Audi;A8;2010;D3 · 2-й Рестайлинг;;;Бензин;4200;;;;;;AV108301950;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9647.jpg,https://avcdn.av.by/advertmedium/0011/6795/9696.jpg,https://avcdn.av.by/advertmedium/0011/6795/9876.jpg";;
Замок правой задней двери;;"Volkswagen";Golf;1994;III;;;Бензин;1400;;;;;;AV103789181;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9478.jpg,https://avcdn.av.by/advertmedium/0011/6795/9596.jpg,https://avcdn.av.by/advertmedium/0011/6795/9691.jpg";;
Патрубок воздушного фильтра;178810D230;Toyota;"Auris";2009;I (E150);;;Бензин;1600;;;;;;AV107059837;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9588.jpg,https://avcdn.av.by/advertmedium/0011/6795/9632.jpg,https://avcdn.av.by/advertmedium/0011/6795/9731.jpg,https://avcdn.av.by/advertmedium/0011/6795/9936.jpg";;
Крышка динамика;7h5857228;"Volkswagen";"Transporter";2006;T5;;;;;;;;;;AV155021455;0;Хорошее состояние. Европа, оригинал.;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9486.jpg,https://avcdn.av.by/advertmedium/0011/6795/9559.jpg,https://avcdn.av.by/advertmedium/0011/6795/9714.jpg";;
Датчик уровня топлива;;"Ford";"Transit";2010;;;;Дизель;2200;;;;;;AV98829437;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9471.jpg,https://avcdn.av.by/advertmedium/0011/6795/9601.jpg";;
Абсорбер бампера;3C8807248E;"Volkswagen";Passat CC;2011;I;;;Бензин;2000;;;;;;AV155021440;0;из США;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9431.jpg,https://avcdn.av.by/advertmedium/0011/6795/9581.jpg";;
Лямбда-зонд (кислородный датчик);03L906262Q;Audi;Q3;2015;8U · Рестайлинг;;;;;;;;;;AV104408700;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9461.jpg,https://avcdn.av.by/advertmedium/0011/6795/9506.jpg";;
Опора (подушка) двигателя;1K0199262M;"Volkswagen";Passat CC;2009;I;;;Бензин;2000;;;;;;AV103376508;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9441.jpg,https://avcdn.av.by/advertmedium/0011/6795/9566.jpg,https://avcdn.av.by/advertmedium/0011/6795/9726.jpg,https://avcdn.av.by/advertmedium/0011/6795/9846.jpg,https://avcdn.av.by/advertmedium/0011/6795/9951.jpg";;
Накладка под номер;;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;АКПП;;;AV152877671;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9426.jpg,https://avcdn.av.by/advertmedium/0011/6795/9521.jpg";;
Блок управления сиденьем;A2059057603;"Mercedes-Benz";C-Класс;2015;W205, S205, C205, A205;;;;;;;;;;AV102709598;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/8366.jpg,https://avcdn.av.by/advertmedium/0011/6795/8456.jpg";;
Провод датчика ABS;;Kia;"Sportage";2018;IV · Рестайлинг;;;Дизель;1600;;;;;;AV103243871;0;Англия . Данная запчасть снята с авто с пробегом 55 т. миль. Передний привод . Правый;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/8588.jpg";;
"Блок управления  BCM (Body Control Module)";1K0937049K;"Volkswagen";"Touran";2005;I;;;Бензин;1600;;;МКПП;;;AV107479159;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9451.jpg,https://avcdn.av.by/advertmedium/0011/6795/9551.jpg,https://avcdn.av.by/advertmedium/0011/6795/9626.jpg";;
Магнитола;9068200686;"Volkswagen";"Crafter";2010;;;;;;;;;;;AV108086395;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9501.jpg,https://avcdn.av.by/advertmedium/0011/6795/9621.jpg,https://avcdn.av.by/advertmedium/0011/6795/9831.jpg,https://avcdn.av.by/advertmedium/0011/6795/9976.jpg";;
Датчик парктроника;1S0919275D;Audi;A4;;B8;;;;;;;;;;AV94980473;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9496.jpg,https://avcdn.av.by/advertmedium/0011/6795/9606.jpg,https://avcdn.av.by/advertmedium/0011/6795/9756.jpg";;
Датчик расхода воздуха;6C1112B579AA;"Citroen";"Jumper";2010;;;;Дизель;;;;;;;AV108021882;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9436.jpg,https://avcdn.av.by/advertmedium/0011/6795/9479.jpg,https://avcdn.av.by/advertmedium/0011/6795/9558.jpg";;
Колесный колпак;9064010025;"Volkswagen";"Crafter";2013;;;;;;;;;;;AV107478134;0;Цена за комплект;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9373.jpg,https://avcdn.av.by/advertmedium/0011/6795/9491.jpg,https://avcdn.av.by/advertmedium/0011/6795/9571.jpg";;
Правый передний подкрылок;7169414;BMW;X5;2008;E70;;;Дизель;3000;;;;;;AV108356213;0;Оригинал. Без трещин;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9396.jpg,https://avcdn.av.by/advertmedium/0011/6795/9514.jpg,https://avcdn.av.by/advertmedium/0011/6795/9781.jpg,https://avcdn.av.by/advertmedium/0011/6795/9811.jpg,https://avcdn.av.by/advertmedium/0011/6795/9901.jpg,https://avcdn.av.by/advertmedium/0011/6796/0067.jpg";;
Кнопки управления на руле;FW936465AA;"Land Rover";"Range Rover Sport";2015;II;;;;;;;;;;AV98184564;0;Оригинал. Хорошее состояние;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9306.jpg,https://avcdn.av.by/advertmedium/0011/6795/9383.jpg,https://avcdn.av.by/advertmedium/0011/6795/9456.jpg,https://avcdn.av.by/advertmedium/0011/6795/9513.jpg";;
Руль;;"Volkswagen";Golf;1994;III;;;;;;;МКПП;;;AV103761013;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9281.jpg,https://avcdn.av.by/advertmedium/0011/6795/9391.jpg,https://avcdn.av.by/advertmedium/0011/6795/9538.jpg,https://avcdn.av.by/advertmedium/0011/6795/9786.jpg,https://avcdn.av.by/advertmedium/0011/6795/9926.jpg";;
Уплотнитель (прочее);95B823731A,95B823732A;"Porsche";"Macan";2016;I;;;;;;;;;;AV103153267;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9256.jpg,https://avcdn.av.by/advertmedium/0011/6795/9372.jpg,https://avcdn.av.by/advertmedium/0011/6795/9531.jpg,https://avcdn.av.by/advertmedium/0011/6795/9636.jpg";;
Петли левой передней двери;;"Mercedes-Benz";S-Класс;;W220;;;Дизель;3200;;;АКПП;;;AV102805875;0;Европа. Левый руль. Верх;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9321.jpg,https://avcdn.av.by/advertmedium/0011/6795/9421.jpg,https://avcdn.av.by/advertmedium/0011/6795/9577.jpg";;
Трос двери передней;7296459;MINI;Hatch;2015;F55, F56;;;Бензин;1500;;;АКПП;;;AV104775539;0;Передней правой двери;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0013/0451/1772.avif,https://avcdn.av.by/advertbig/0013/0451/1957.avif";;
Петли правой задней двери;;"Mercedes-Benz";S-Класс;;W220;;;;3200;;;;;;AV103773555;0;Цена за штуку;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9276.jpg,https://avcdn.av.by/advertmedium/0011/6795/9411.jpg";;
Рулевая колонка;;"Nissan";"Almera Tino";2002;I;;;Дизель;2200;;;;;;AV105783666;0;;60;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertmedium/0011/6795/9176.jpg,https://avcdn.av.by/advertmedium/0011/6795/9246.jpg,https://avcdn.av.by/advertmedium/0011/6795/9341.jpg";;
